wkt_geom,Station,Name,lat,lon,Elevation,Basin_Area
Point (31.96140000000000114 41.22639999999999816),1351,DEVREK Ç. - DEVREK,41.2264,31.9614,72,2770
Point (31.10279999999999845 41.06530000000000058),1352,SARMA DERESİ - ARABACI,41.0653,31.1028,28,48.5
Point (32.65529999999999688 41.21500000000000341),1349,ARAÇ ÇAYI - KARABÜK,41.215,32.6553,272,2798.5
Point (31.95670000000000144 41.22390000000000043),1351,DEVREK Ç. - DEVREK,41.2239,31.9567,72,2966.4
Point (33.62310000000000088 41.92219999999999658),1342,KÜRE ÇAYI - ÇAYDÜZÜ,41.9222,33.6231,235,337
Point (33.62469999999999715 41.92219999999999658),1342,KÜRE ÇAYI - ÇAYDÜZÜ,41.9222,33.6247,200,337
Point (30.95560000000000045 40.98279999999999745),1340,BÜYÜK MELEN - BEYLER,40.9828,30.9556,26,2174
Point (34.58919999999999817 41.93999999999999773),1341,AYANCIK ÇAYI - AYANCIK KÖPRÜSÜ,41.94,34.5892,10,692.6
Point (32.26059999999999661 40.9421999999999997),1343,KORUBAŞI DERESİ - ARAK,40.9422,32.2606,780,125
Point (33.19579999999999842 41.77720000000000056),1344,AYDOS ÇAYI - HATİP,41.7772,33.1958,325,440.9
Point (32.2546999999999997 40.94109999999999872),1343,KORUBAŞI DERESİ - ARAK,40.9411,32.2547,780,125
Point (32.25999999999999801 40.94169999999999732),1343,KORUBAŞI DERESİ - ARAK,40.9417,32.26,780,125
Point (31.96719999999999828 40.89639999999999986),1319,MENGEN ÇAYI - GÖKÇESU,40.8964,31.9672,507,786
Point (31.96189999999999998 40.897199999999998),1319,MENGEN ÇAYI - GÖKÇESU,40.8972,31.9619,507,786.3
Point (31.87859999999999872 41.00280000000000058),1318,DEVREK ÇAYI - KÖPRÜBAŞI(Eski Kamp İçi),41.0028,31.8786,350,1994
Point (31.96780000000000044 40.89560000000000173),1319,MENGEN ÇAYI - GÖKÇESU,40.8956,31.9678,507,786
Point (34.60829999999999984 41.87189999999999657),1321,AYANCIK DERESİ - MAKASBAŞI,41.8719,34.6083,200,250.4
Point (34.55030000000000001 41.87810000000000343),1322,BABA ÇAYI - BEYAZİT KÖP.,41.8781,34.5503,130,181.6
Point (31.9419000000000004 40.88940000000000197),1320,BOLU ÇAYI - GÖKÇESU,40.8894,31.9419,524,1102.8
Point (31.94810000000000016 40.89580000000000126),1320,BOLU ÇAYI - GÖKÇESU,40.8958,31.9481,509,1102.8
Point (32.64220000000000255 41.16969999999999885),1314,SOĞANLI ÇAYI - KARABÜK,41.1697,32.6422,271,5086.8
Point (32.6430999999999969 41.16969999999999885),1314,SOĞANLI ÇAYI - KARABÜK,41.1697,32.6431,271,5086.8
Point (31.46359999999999957 41.22560000000000002),1313,GÜLÜÇ IRMAĞI - EREĞLİ,41.2256,31.4636,5,704.4
Point (32.64280000000000115 41.16859999999999786),1314,SOĞANLI ÇAYI - KARABÜK,41.1686,32.6428,140,5013.2
Point (32.334699999999998 41.59470000000000312),1317,KOCANAS DERESİ - KUTLUBEY,41.5947,32.3347,20,584
Point (31.90690000000000026 40.98810000000000286),1318,DEVREK ÇAYI - KÖPRÜBAŞI(Eski Kamp İçi),40.9881,31.9069,342,2007
Point (32.03609999999999758 40.80639999999999645),1315,YENİÇAĞA GÖL AYAĞI - ESKİÇAĞA,40.8064,32.0361,970,138
Point (32.03609999999999758 40.81560000000000343),1315,YENİÇAĞA GÖL AYAĞI - ESKİÇAĞA,40.8156,32.0361,991,158.4
Point (32.35580000000000211 41.64220000000000255),1331,KOCAIRMAK - BARTIN,41.6422,32.3558,15,1342
Point (32.28190000000000026 41.64249999999999829),1331,KOCAIRMAK - BARTIN,41.6425,32.2819,15,1342
Point (29.19030000000000058 41.15220000000000056),1330,YENİÇİFTLİK DERESİ - M.ŞEVKET PAŞA,41.1522,29.1903,27,23.1
Point (29.18969999999999843 41.15250000000000341),1330,YENİÇİFTLİK DERESİ - M.ŞEVKET PAŞA,41.1525,29.1897,30,23.1
Point (32.62389999999999901 41.19579999999999842),1333,ARAÇ ÇAYI - KARABÜK,41.1958,32.6239,262,2833.2
Point (31.92970000000000041 40.88640000000000185),1334,BOLU ÇAYI - BEŞDEĞİRMENLER,40.8864,31.9297,541,1102
Point (35.03249999999999886 41.99920000000000186),1332,KARASU - HACILAR KÖP,41.9992,35.0325,20,340
Point (32.62330000000000041 41.19469999999999743),1333,ARAÇ ÇAYI - KARABÜK,41.1947,32.6233,273,2833.2
Point (29.33970000000000056 41.07560000000000144),1324,RİVA DERESİ - ÖMERLİ,41.0756,29.3397,20,724
Point (29.33940000000000126 41.0805999999999969),1324,RİVA DERESİ - ÖMERLİ,41.0806,29.3394,20,634.8
Point (34.96280000000000143 41.90469999999999828),1323,KARASU - RAMLI KÖP.,41.9047,34.9628,98,261.6
Point (34.96309999999999718 41.90749999999999886),1323,KARASU - RAMLI KÖP.,41.9075,34.9631,98,261.6
Point (32.25079999999999814 40.74219999999999686),1327,ULUSU - AFATLAR,40.7422,32.2508,1142,953.6
Point (32.25249999999999773 40.74329999999999785),1327,ULUSU - AFATLAR,40.7433,32.2525,1141,953.6
Point (35.35419999999999874 41.6758000000000024),1326,KANLI Ç. - KERİM KÖP.,41.6758,35.3542,53,600.8
Point (32.25030000000000285 40.74170000000000158),1327,ULUSU - AFATLAR,40.7417,32.2503,1142,953.6
Point (33.31669999999999732 41.23329999999999984),13-61,ARAÇ Ç-ARAÇ,41.2333,33.3167,620,885.5
Point (32.73329999999999984 41.216700000000003),13-62,ARAÇ Ç-KARIT,41.2167,32.7333,362,2571.4
Point (30.99060000000000059 41.02890000000000015),13-59,B.MELEN-UĞURLUKÖYÜ,41.0289,30.9906,10,2317
Point (30.99919999999999831 41.03170000000000073),13-59,B.MELEN-  UĞURLUKÖYÜ,41.0317,30.9992,10,2317
Point (31.86670000000000158 40.8633000000000024),13-65,KÜPLÜCE KÖP.- BÜYÜKSU,40.8633,31.8667,613,1053
Point (33.22249999999999659 40.9555999999999969),1301,MELAN ÇAYI - DALGOZ,40.9556,33.2225,675,2996.8
Point (32.63329999999999842 41.16669999999999874),13-63,SOĞANLI Ç-KARABÜK,41.1667,32.6333,270,5086.8
Point (33.22579999999999956 40.95669999999999789),13-64,GEREDE Ç.- BAYRAMÖREN,40.9567,33.2258,745,3002
Point (35.04829999999999757 41.84920000000000329),13-50,ISPA ÇAYI-ŞAMLIOGLU,41.8492,35.0483,85,17
Point (35.04999999999999716 41.85000000000000142),13-50,İSPA ÇAYI-ŞAMLIOĞLU,41.85,35.05,85,17
Point (31.41669999999999874 41.18330000000000268),13-48,ALAPLI Ç-ULUKUM,41.1833,31.4167,20,245
Point (32.51670000000000016 41.64999999999999858),13-49,ARIT Ç.- DARIÖREN,41.65,32.5167,230,137
Point (30.78810000000000002 41.06110000000000326),13-55,KARACASU-KUYUMCULU,41.0611,30.7881,10.008,136.01
Point (30.32920000000000016 41.14500000000000313),13-56,KARAKAMIŞDERESİ-KARAAĞAÇ,41.145,30.3292,17.305,36.47
Point (32.95000000000000284 41.86670000000000158),13-52,KOCAÇAYI-CİDE,41.8667,32.95,20,2303.5
Point (33.01670000000000016 41.23329999999999984),13-53,ARAÇ Ç.- KAYABOĞAZI,41.2333,33.0167,460,1747
Point (33.3008000000000024 41.64419999999999789),1307,DEVREKANİ ÇAYI - AZDAVAY,41.6442,33.3008,691,1117.6
Point (32.94310000000000116 41.87189999999999657),1309,DEVREKANİ Ç. - ÇİDE,41.8719,32.9431,5,2254
Point (33.29500000000000171 41.63859999999999673),1307,DEVREKANİ ÇAYI - AZDAVAY,41.6386,33.295,815,1097.6
Point (33.30109999999999815 41.64170000000000016),1307,DEVREKANİ ÇAYI - AZDAVAY,41.6417,33.3011,815,1097.6
Point (31.86499999999999844 41.09060000000000201),1311,DEVREK Ç. - GÜRDEŞE,41.0906,31.865,430,2424
Point (32.28439999999999799 40.78309999999999746),1312,ULUSU - YAĞDAŞ,40.7831,32.2844,1040,1279.6
Point (31.25779999999999959 40.908299999999997),1310,KÜÇÜK MELEN - HECİNLER,40.9083,31.2578,194,682
Point (31.25939999999999941 40.90890000000000271),1310,KÜÇÜK MELEN - HECİNLER,40.9089,31.2594,180,677.6
Point (30.98580000000000112 40.85609999999999786),1302,BÜYÜK MELEN - YAKABAŞI,40.8561,30.9858,115,1988
Point (30.98440000000000083 40.85779999999999745),1302,BÜYÜK MELEN - YAKABAŞI,40.8578,30.9844,90,1984.4
Point (33.22500000000000142 40.95580000000000354),1301,MELAN ÇAYI - DALGOZ,40.9558,33.225,745,2984.4
Point (30.98560000000000159 40.85609999999999786),1302,BÜYÜK MELEN - YAKABAŞI,40.8561,30.9856,115,1988
Point (30.99060000000000059 41.02890000000000015),13059,B.MELEN-UĞURLUKÖYÜ,41.0289,30.9906,10,2317
Point (31.95469999999999899 40.90250000000000341),1306,DEVREK ÇAYI - GÖKCESU,40.9025,31.9547,495,1895.6
Point (32.66499999999999915 41.21170000000000044),1305,ARAÇ ÇAYI - KILAVUZLAR,41.2117,32.665,195,2774.4
Point (30.78810000000000002 41.06110000000000326),13055,KARACASU-KUYUMCULU,41.0611,30.7881,10.008,136.01
Point (30.60190000000000055 41.02609999999999957),1257,SAKARYA NEHRİ - ADATEPE,41.0261,30.6019,6,56224.4
Point (30.07280000000000086 40.238900000000001),1258,SAKARYA NEHRİ - KAYABELİ,40.2389,30.0728,114,46334.9
Point (32.66689999999999827 40.60640000000000072),1253,SOHU DERESİ - FINDIKLI,40.6064,32.6669,1094,134.4
Point (30.60279999999999845 41.02579999999999671),1257,SAKARYA NEHRİ - ADATEPE,41.0258,30.6028,6,56224.4
Point (30.02779999999999916 40.28419999999999845),1261,KARASU - BAYIRKÖY,40.2842,30.0278,125,1235.6
Point (32.466700000000003 41.533299999999997),13-14,ULUS Ç.-BAYIRYÜZÜ,41.5333,32.4667,50,838.7
Point (29.98059999999999903 39.87469999999999715),1259,KARASU - ZINGIRBAYIRTEPE,39.8747,29.9806,743,98.3
Point (30.1828000000000003 40.1921999999999997),1260,KRALBAĞI DERESİ - DEMİRHANLAR,40.1922,30.1828,185,342.7
Point (31.96440000000000126 39.67190000000000083),1251,PORSUKÇAYI - KIRANHARMANI,39.6719,31.9644,676,10955.4
Point (31.96559999999999846 39.67190000000000083),1251,PORSUKÇAYI - KIRANHARMANI,39.6719,31.9656,676,10822
Point (29.65170000000000172 40.01140000000000185),1250,AKSU DERESİ - KINIK,40.0114,29.6517,334,232.8
Point (29.65220000000000056 40.0116999999999976),1250,AKSU DERESİ - KINIK,40.0117,29.6522,334,232.8
Point (31.99419999999999931 39.34689999999999799),1252,SAKARYA NEHRİ - AYVALIYAYLASI,39.3469,31.9942,709,14211.1
Point (32.66219999999999857 40.60360000000000014),1253,SOHU DERESİ - FINDIKLI,40.6036,32.6622,1094,134.4
Point (31.99719999999999942 39.34440000000000026),1252,SAKARYA NEHRİ - AYVALIYAYLASI,39.3444,31.9972,709,10843.8
Point (31.99419999999999931 39.34669999999999845),1252,SAKARYA NEHRİ - AYVALIYAYLASI,39.3467,31.9942,709,14211.1
Point (32.39999999999999858 41.20000000000000284),13-41,BALIKISIK,41.2,32.4,140,8310
Point (31.76670000000000016 41.41669999999999874),13-42,İHSANİYE D.- İHSANİYE CAMİ,41.4167,31.7667,15,10.15
Point (32.36670000000000158 41.466700000000003),13-39,KOCANAZ D.- BOĞAZKÖY,41.4667,32.3667,95,332
Point (32.31669999999999732 40.79999999999999716),13-40,GEREDE Ç.- BAHÇEDERE,40.8,32.3167,1095,1262
Point (32.216700000000003 40.64999999999999858),13-46,MARKOŞA D.- SALUR KÖPRÜSÜ,40.65,32.2167,1200,240
Point (31.81670000000000087 41.33330000000000126),13-47,YÜZBAŞIPINARI,41.3333,31.8167,350,35.8
Point (31.94999999999999929 41.216700000000003),13-44,BOLU Ç.- DEVREK,41.2167,31.95,100,2917.4
Point (31.98329999999999984 40.68330000000000268),13-45,ULUSU D.- YAĞBAŞLAR,40.6833,31.9833,1183,196
Point (33.95000000000000284 41.61670000000000158),13-21,ÇORBACI,41.6167,33.95,1094,45.5
Point (32.79999999999999716 40.76670000000000016),13-22,AKHASAN D.- AKHASAN,40.7667,32.8,1180,76.5
Point (33.466700000000003 41.58330000000000126),13-15,DEVREKANİ Ç-CÜRÜMÖREN,41.5833,33.4667,924,729
Point (33.91669999999999874 41.63329999999999842),13-20,KULAKSIZLAR Ç.- KULAKSIZLAR,41.6333,33.9167,1080,76.7
Point (31.38329999999999842 40.95000000000000284),13-36,HACILAR D.- YALAKÖZÜ,40.95,31.3833,1179,88.3
Point (32.76670000000000016 41.216700000000003),13-37,EFLANİ Ç.- ÇEVRİK KÖPRÜ,41.2167,32.7667,322,537.1
Point (31 40.70000000000000284),13-32,AKSU D.- DEREEVİ,40.7,31,837,71.5
Point (31.38329999999999842 40.95000000000000284),13-33,KÜÇÜK MELEN D.- İĞNELER,40.95,31.3833,276,259.7
Point (30.86029999999999873 40.57529999999999859),1237,MUDURNU ÇAYI - DOKURCUN,40.5753,30.8603,286,1073.4
Point (30.86439999999999984 40.57529999999999859),1237,MUDURNU ÇAYI - DOKURCUN,40.5753,30.8644,275,1059.6
Point (30.78719999999999857 40.40030000000000143),1236,GÖYNÜK Ç. - GÖYNÜK,40.4003,30.7872,740,142
Point (30.85780000000000101 40.57529999999999859),1237,MUDURNU ÇAYI - DOKURCUN,40.5753,30.8578,286,1073.4
Point (32.92609999999999815 40.28779999999999717),1239,OVA ÇAYI - EYBEK,40.2878,32.9261,1025,328.4
Point (31.97939999999999827 39.41669999999999874),1241,SAKARYA N. - KAVUNCU KÖP.,39.4167,31.9794,702,15995.2
Point (32.70080000000000098 40.26970000000000027),1238,KURTBOĞAZI D. - KURTBOĞAZI,40.2697,32.7008,850,314
Point (32.92079999999999984 40.28359999999999985),1239,OVA ÇAYI - EYBEK,40.2836,32.9208,1033,322
Point (29.52890000000000015 40.13170000000000215),1228,KOCASU Ç. - HAMZABEY,40.1317,29.5289,252,735.6
Point (31.65780000000000172 40.1875),1233,ALADAĞ ÇAYI - KARAKÖY,40.1875,31.6578,505,2003.2
Point (30.14560000000000173 39.82139999999999702),1227,SARISU - İNÖNÜ,39.8214,30.1456,827,298.8
Point (29.52670000000000172 40.13170000000000215),1228,KOCASU Ç. - HAMZABEY,40.1317,29.5267,260,1108.4
Point (30.35559999999999903 40.73060000000000258),1235,ÇARK SUYU - BEŞKÖPRÜLER,40.7306,30.3556,32,251.2
Point (30.35940000000000083 40.73329999999999984),1235,ÇARK SUYU - BEŞKÖPRÜLER,40.7333,30.3594,32,252.4
Point (31.65780000000000172 40.18780000000000285),1233,ALADAĞ ÇAYI - KARAKÖY,40.1878,31.6578,505,2003.2
Point (31.67030000000000101 40.20389999999999731),1233,ALADAĞ ÇAYI - KARAKÖY,40.2039,31.6703,700,1984.4
Point (29.94640000000000057 39.54939999999999856),1246,KINIK Ç. - VEZİRPINAR,39.5494,29.9464,990,51.6
Point (32.79330000000000211 39.94689999999999941),1247,ANKARA ÇAYI - ÇİFTLİK,39.9469,32.7933,840,2695.2
Point (31.91140000000000043 40.08919999999999817),1245,KİRMİR ÇAYI - TAKSİRKÖPRÜSÜ,40.0892,31.9114,490,355.2
Point (31.90609999999999857 40.08970000000000056),1245,KİRMİR ÇAYI - TAKSİRKÖPRÜSÜ,40.0897,31.9061,487,3941.6
Point (30.02639999999999887 40.23559999999999803),1249,KARASU - VEZİRHAN,40.2356,30.0264,146,1180
Point (30.02670000000000172 40.23689999999999856),1249,KARASU - VEZİRHAN,40.2369,30.0267,155,1180
Point (30.48580000000000112 39.76830000000000354),1248,PORSUK ÇAYI - ESKİŞEHİR,39.7683,30.4858,793,6340
Point (30.51060000000000016 39.77559999999999718),1248,PORSUK ÇAYI - ESKİŞEHİR,39.7756,30.5106,790,6340
Point (31.74080000000000013 39.96640000000000015),1242,SAKARYA NEHRİ - KARGI,39.9664,31.7408,493,33847.2
Point (30.50969999999999871 40.96500000000000341),1243,SAKARYA NEHRİ - BOTBAŞI,40.965,30.5097,20,56254.8
Point (31.74060000000000059 39.79829999999999757),1242,SAKARYA NEHRİ - KARGI,39.7983,31.7406,500,34934.4
Point (31.74080000000000013 39.79970000000000141),1242,SAKARYA NEHRİ - KARGI,39.7997,31.7408,493,33847.2
Point (32.65279999999999916 40.48219999999999885),1244,KİRMİR ÇAYI - MANDIRA,40.4822,32.6528,943,816
Point (32.64470000000000027 40.53829999999999956),1244,KİRMİR ÇAYI - MANDIRA,40.5383,32.6447,929,872.8
Point (32.64920000000000044 40.43419999999999703),1244,KİRMİR ÇAYI - MANDIRA,40.4342,32.6492,913,886
Point (32.64939999999999998 40.43419999999999703),1244,KİRMİR ÇAYI - MANDIRA,40.4342,32.6494,913,886
Point (30.31439999999999912 40.89439999999999742),12224,AKMEŞE D.-DEREKÖY,40.8944,30.3144,30,122.3
Point (30.31390000000000029 40.89470000000000027),12224,AKMEŞE D.-DEREKÖY,40.8947,30.3139,30,122.3
Point (29.76829999999999998 40.2563999999999993),1222,KOCASU - RÜSTÜMKÖY,40.2564,29.7683,198,2021.6
Point (29.76920000000000144 40.25780000000000314),1222,KOCASU - RÜSTÜMKÖY,40.2578,29.7692,198,2021.6
Point (29.86670000000000158 39.966700000000003),12228,GURLEYIKDERESI DEREKOY,39.9667,29.8667,819,15.8
Point (30.92530000000000001 39.04579999999999984),1223,SEYDİ SUYU - HAMİDİYE,39.0458,30.9253,895,1608.4
Point (30.78330000000000055 39.88329999999999842),12225,Degirmendere gunduzler,39.8833,30.7833,860,21
Point (30.31670000000000087 39.98329999999999984),12227,CARSAMBADERESI HISARCIK,39.9833,30.3167,900,23.32
Point (30.34720000000000084 39.42249999999999943),12217,KARANLIKDERE-LÜTFİYE,39.4225,30.3472,1350,19.45
Point (30.4419000000000004 41.04999999999999716),12218,KOCADERE-DOKUZOLUK,41.05,30.4419,15,67
Point (30.33170000000000144 40.6255999999999986),1221,SAKARYA NEHRİ - DOĞANÇAY,40.6256,30.3317,95,53660
Point (30.39999999999999858 40.283299999999997),12210,AKÇAYDERESİ-DOĞANCILAR,40.2833,30.4,0,35
Point (30.26279999999999859 41.00580000000000069),12219,ANADERE-ŞAHTIMARI,41.0058,30.2628,52,70.1
Point (29.76749999999999829 40.25500000000000256),1222,KOCASU - RÜSTÜMKÖY,40.255,29.7675,245,1975.2
Point (30.44170000000000087 41.05190000000000339),12218,KOCADERE-DOKUZOLUK,41.0519,30.4417,10,72
Point (30.26249999999999929 41.00560000000000116),12219,ANADERE-ŞAHTIMARI,41.0056,30.2625,50,70.1
Point (32.44420000000000215 40.18469999999999942),12240,İLHAN Ç.- BAYAT,40.1847,32.4442,1010,108.56
Point (32.68330000000000268 40.35079999999999956),12242,MERA Ç.-UĞERLU,40.3508,32.6833,985,120.9
Point (31.33689999999999998 39.32079999999999842),1224,SAKARYA NEHRİ - AKTAŞ,39.3208,31.3369,837,4271.2
Point (31.33640000000000114 39.32169999999999987),1224,SAKARYA NEHRİ - AKTAŞ,39.3217,31.3364,837,4298
Point (31.93359999999999843 39.8188999999999993),1226,ANKARA ÇAYI - MEŞECİK,39.8189,31.9336,635,7140
Point (30.14560000000000173 39.82110000000000127),1227,SARISU - İNÖNÜ,39.8211,30.1456,825,302.8
Point (31.93329999999999913 39.81860000000000355),1226,ANKARA ÇAYI - MEŞECİK,39.8186,31.9333,635,7140
Point (31.93440000000000012 39.81860000000000355),1226,ANKARA ÇAYI - MEŞECİK,39.8186,31.9344,635,6582.8
Point (30.36939999999999884 40.49170000000000158),12230,KARAKAYA DERE DOGANTEPE,40.4917,30.3694,192,56
Point (31.71669999999999945 40.53529999999999944),12232,KARLANBOĞAZI D.- HACCAVAZ,40.5353,31.7167,1449,36
Point (30.92249999999999943 39.5671999999999997),1223,SEYDİ SUYU - HAMİDİYE,39.5672,30.9225,895,1608.4
Point (30.91689999999999827 39.57920000000000016),1223,SEYDİ SUYU - HAMİDİYE,39.5792,30.9169,875,1600
Point (30.2342000000000013 39.95080000000000098),12235,DEĞİRMENDERE-DUDAŞ,39.9508,30.2342,940,39.63
Point (32.47390000000000043 39.89609999999999701),12238,ANKARA ÇAYI ESENKENT,39.8961,32.4739,755,4990.1
Point (29.79579999999999984 39.91919999999999646),12233,AKSU DERE AKSU TEKKE,39.9192,29.7958,750,97
Point (30.23329999999999984 39.95000000000000284),12235,DEGIRMENLERDERESI DUDAS,39.95,30.2333,940,39.63
Point (29.41750000000000043 40.11889999999999645),12175,KARADERE-AKINCILAR,40.1189,29.4175,328,59.4
Point (31.83330000000000126 38.966700000000003),12176,AKGÖL ÇIKIŞI-K.HASAN KÖP.,38.9667,31.8333,890,1000
Point (30.39999999999999858 39.64999999999999858),12173,PORSUKÇAYI-GÖKÇEKISIK,39.65,30.4,832,5425
NULL,12175,KARADERE-AKINCILAR,35.6686,29.4175,328,59.4
Point (30.13329999999999842 39.466700000000003),12181,PORSUKÇAYI-YENİBOSNA,39.4667,30.1333,912,3810.5
Point (30.51670000000000016 39.36670000000000158),12183,KEÇELİÖZÜDERESİ-GÖKNEBİ,39.3667,30.5167,2032,94.85
Point (29.47190000000000154 40.05579999999999785),12177,HOCAKÖY DERE-HOCAKÖY,40.0558,29.4719,363,31
Point (30.84420000000000073 40.08890000000000242),1218,SAKARYA NEHRİ - YENİCE,40.0889,30.8442,290,44570.4
Point (29.6875 40.22919999999999874),12164,BOĞAZDERE-MAHMUDİYE,40.2292,29.6875,256,62.6
Point (29.98329999999999984 40.466700000000003),12167,PAPAZDERESİ-AHILAR,40.4667,29.9833,163,101
Point (32.49830000000000041 39.96500000000000341),1216,OVAÇAYI - ZİR,39.965,32.4983,840,1544
Point (30.11670000000000158 40.04999999999999716),12160,SÖĞÜTDERESİ-KÜRE,40.05,30.1167,510,94.19
Point (29.91669999999999874 39.76670000000000016),12171,SARISU-YENİDODURGA,39.7667,29.9167,1070,121
Point (30.13329999999999842 39.81669999999999732),12172,SARISU-İNÖNÜ,39.8167,30.1333,835,298.5
Point (32.5116999999999976 39.95080000000000098),1217,ANKARA ÇAYI - BOĞAZ,39.9508,32.5117,835,2754.4
Point (30.03330000000000055 39.81669999999999732),12170,SARISU-KANDİLLİ,39.8167,30.0333,870,215.5
Point (30.56670000000000087 39.23329999999999984),12194,HARAMİDERE-KARAÖREN,39.2333,30.5667,1045,517
Point (30.64280000000000115 41.06360000000000099),12197,DARIÇAYIRDERESİ-KARAPINAR,41.0636,30.6428,14.078,99.98
Point (30.56670000000000087 39.31669999999999732),12192,ÇATÖRENBRJ-BARAJÇIKIŞI,39.3167,30.5667,1005,712
Point (30.51670000000000016 39.31669999999999732),12193,BALIKBOĞAZIDERESİ-KIRKA,39.3167,30.5167,1050,685
Point (30.19750000000000156 40.86719999999999686),12208,BUDAKLAR DERE - AKMEŞE,40.8672,30.1975,79,40.6
Point (30.33060000000000045 40.62530000000000285),1221,SAKARYA NEHRİ - DOĞANÇAY,40.6253,30.3306,41,52531.6
Point (30.79860000000000042 39.40059999999999718),12204,BARDAKÇISUYU-BEYKIŞLA,39.4006,30.7986,960,248.1
Point (30.7967000000000013 39.21000000000000085),12205,KAYIGÖLETİ-DOLUSAVAKÇIKIŞI,39.21,30.7967,1155,19.72
Point (30.19999999999999929 40.716700000000003),12186,ÇARKSUYUREGÜLATÖR-ÇIKIŞI,40.7167,30.2,132,252
Point (31.33330000000000126 40.18330000000000268),12188,NAL D.- YAKAPINAR,40.1833,31.3333,654,618
Point (30.58330000000000126 39.35000000000000142),12184,KUNDUZLARBRJ-BARAJÇIKIŞI,39.35,30.5833,5857,406
Point (30.5 39.33330000000000126),12185,AKİNDERESİ-GEMİŞ,39.3333,30.5,1742,218.23
Point (30.60060000000000002 40.77559999999999718),1219,DİNSİZ ÇAYI - YAĞBASAN,40.7756,30.6006,25,410.8
Point (30.61309999999999931 40.77559999999999718),1219,DİNSİZ ÇAYI - YAĞBASAN,40.7756,30.6131,50,422
Point (37.11670000000000158 40.283299999999997),12189,SÜVERİ Ç.- ZEYDE,40.2833,37.1167,854,190.6
Point (30.60060000000000002 40.77530000000000143),1219,DİNSİZ ÇAYI - YAĞBASAN,40.7753,30.6006,25,410.8
Point (34.1430999999999969 40.46309999999999718),1540,DELİCE IRMAĞI - KULA KÖP.,40.4631,34.1431,540,17228
Point (34.11780000000000257 40.30830000000000268),1541,DELİCE ÇAYI - ÇADIRHÖYÜK,40.3083,34.1178,557,16762.8
Point (37.5619000000000014 39.87669999999999959),1539,KIZILIRMAK NEHRİ - BULAKBAŞI,39.8767,37.5619,1298,1642
Point (37.5630999999999986 39.87810000000000343),1539,KIZILIRMAK NEHRİ - BULAKBAŞI,39.8781,37.5631,1298,1642
Point (33.00189999999999912 39.67969999999999686),1542,SÖĞÜTÖZÜ DERESİ - ÇAVUŞLU,39.6797,33.0019,1024,75.5
Point (35.9421999999999997 39.18829999999999814),1543,KIZILIRMAK NEHRİ - KARAÖZÜ,39.1883,35.9422,1112,14046.5
Point (34.11919999999999931 40.30859999999999843),1541,DELİCE ÇAYI - ÇADIRHÖYÜK,40.3086,34.1192,557,16762.8
Point (34.11780000000000257 40.31219999999999715),1541,DELİCE ÇAYI - ÇADIRHÖYÜK,40.3122,34.1178,600,16762.8
Point (34.42810000000000059 41.09279999999999688),1536,KIZILIRMAK NEHRİ - AVŞAR KÖPRÜSÜ,41.0928,34.4281,310,60559.6
Point (34.42669999999999675 41.09499999999999886),1536,KIZILIRMAK NEHRİ - AVŞAR KÖPRÜSÜ,41.095,34.4267,310,60559.6
Point (36.83859999999999957 39.71829999999999927),1535,KIZILIRMAK - SÖĞÜTLÜHAN,39.7183,36.8386,1245,6607.5
Point (36.8755999999999986 39.72529999999999717),1535,KIZILIRMAK NEHRİ - SÖĞÜTLÜHAN,39.7253,36.8756,1255,6185.6
Point (33.77470000000000283 40.90390000000000015),1538,DEVRES ÇAYI - ÇELTİKÇİBAŞI,40.9039,33.7747,775,1962
Point (33.7856000000000023 40.90639999999999787),1538,DEVRES ÇAYI - ÇELTİKÇİBAŞI,40.9064,33.7856,775,1962
Point (34.42719999999999914 41.09530000000000172),1536,KIZILIRMAK NEHRİ - AVŞAR KÖPRÜSÜ,41.0953,34.4272,310,60559.6
Point (33.77439999999999998 40.90390000000000015),1538,DEVRES ÇAYI - ÇELTİKÇİBAŞI,40.9039,33.7744,775,1962
Point (31.31670000000000087 38.01670000000000016),16-13,ŞARKİKARAAĞAÇ KANALI-ÇELTEK KÖPRÜ,38.0167,31.3167,1145,519
Point (33.466700000000003 37.14999999999999858),16-28,IBRALA CAYI- NALAMA CIFTLIGI,37.15,33.4667,1125,209.6
Point (31.58330000000000126 37.43330000000000268),16-01,BEYŞEHİR KAN-İNCESU,37.4333,31.5833,1101,1000
Point (32.31669999999999732 37.26670000000000016),16-03,ÇARŞAMBA S.-MAVİ (KONTROLLU AKIM),37.2667,32.3167,1101,1000
Point (34.9842000000000013 38.04809999999999803),16-61,KOVALIK D. - ELMALI,38.0481,34.9842,1520,42.3
Point (31.48329999999999984 37.35000000000000142),16-65,ULUDERE-DEREBUCAK,37.35,31.4833,1212,287
Point (34.13329999999999842 38.39999999999999858),16-48,MAMASIN BARAJI-ÇIKIŞ,38.4,34.1333,1071,1383
Point (34.60000000000000142 38.16669999999999874),16-56,MURTAZA SUYU-MURTAZA,38.1667,34.6,1722,19.4
Point (34.26440000000000197 41.56609999999999872),1545,GÖKIRMAK - PURTULU,41.5661,34.2644,510,3931.5
Point (34.55440000000000111 38.77859999999999729),1546,KIZILIRMAK - TUZKÖY,38.7786,34.5544,892,20700
