wkt_geom,Station,Name,lat,lon,Elevation,Basin_Area
Point (30.26670000000000016 39.58330000000000126),D12A101,KARGIN D. REG.DERĠVASYON KAN.,39.5833,30.2667,896,317.3
Point (32.85000000000000142 39.83330000000000126),D12A118,ÇIKIŞI EYMİR GÖLÜ,39.8333,32.85,969,1000
Point (29.44640000000000057 40.0688999999999993),D12A135,CERRAH D. CERRAH,40.0689,29.4464,325,177
Point (30.51670000000000016 40.75),D12A136,MUDURNU Ç. GEBEŞ,40.75,30.5167,25,1521
Point (32.97440000000000282 40.12689999999999912),D12A129,ÇUBUK Ç. YENİCE,40.1269,32.9744,933,824
Point (29.43329999999999913 40.06669999999999732),D12A135,CERRAH D. CERRAH,40.0667,29.4333,327,116
Point (32.88889999999999958 40.14170000000000016),D12A075,SİRKELİ Ç. KARŞIYAKA,40.1417,32.8889,1018,59
Point (33.10829999999999984 40.13439999999999941),D12A083,RAVLI D. RAVLI,40.1344,33.1083,1068,65
Point (30.01670000000000016 39.033299999999997),D12A055,MURAT Ç. AKÇAKÖY,39.0333,30.0167,1062,297
Point (30.39999999999999858 39.63329999999999842),D12A063,ULUDERE ULUÇAYİR,39.6333,30.4,826,290
Point (30.16669999999999874 38.86670000000000158),D12A093,KOKAR Ç. EYİCE,38.8667,30.1667,1130,153
Point (32.65859999999999985 40.59219999999999828),D12A099,SEY DERESİ GÜVEM,40.5922,32.6586,1081,205
Point (30.14999999999999858 40.33330000000000126),D12A091,Göynük S. Kasikçi,40.3333,30.15,129,968
Point (30.16669999999999874 36.88329999999999842),D12A093,Kokar Ç. Eyice,36.8833,30.1667,1130,153
Point (29.54309999999999903 40.18860000000000099),D12A153,GÖKSU N. BOĞAZKÖY,40.1886,29.5431,245,1174.3
Point (29.53440000000000154 40.19720000000000226),D12A153,GÖKSU N. BOĞAZKÖY,40.1972,29.5344,245,1174
Point (30.13329999999999842 38.966700000000003),D12A152,KOKAR Ç. BEŞKARİŞ,38.9667,30.1333,1075,214
Point (30.14999999999999858 38.966700000000003),D12A152,KOKAR Ç. BEŞKARİŞ,38.9667,30.15,1075,214.8
Point (29.56670000000000087 40.53609999999999758),D12A155,AKÇASU ORTAKÖY,40.5361,29.5667,318,106
Point (29.5 40.033299999999997),D12A156,BEDRESU ISAÖREN,40.0333,29.5,325,59
Point (29.53190000000000026 40.32189999999999941),D12A153,GÖKSU N. BOĞAZKÖY,40.3219,29.5319,245,1174.3
Point (29.56670000000000087 40.01670000000000016),D12A155,AKÇASU ORTAKÖY,40.0167,29.5667,318,106
Point (30.53330000000000055 40.39999999999999858),D12A146,GÖYNÜK S. YENİKÖY,40.4,30.5333,425,363
Point (32.75139999999999674 40.32860000000000156),D12A147,PAZAR Ç. PAZAR,40.3286,32.7514,1010,56
Point (32.33689999999999998 39.14419999999999789),D12A138,SIRÇASARAY S. YEŞİLÖZ,39.1442,32.3369,856,294
Point (30.53330000000000055 40.38329999999999842),D12A146,GÖYNÜK S. YENİKÖY,40.3833,30.5333,425,363
Point (31.51670000000000016 39.85000000000000142),D12A150,Kocadere Ömerköy,39.85,31.5167,1207,16
Point (31.53330000000000055 39.85000000000000142),D12A150,KOCADERE ÖMERKÖY,39.85,31.5333,1207,16
Point (29.94999999999999929 39.783299999999997),D12A149,Dodurga Brj. Çikis,39.7833,29.95,1034,182
Point (29.96669999999999945 39.783299999999997),D12A149,DODURGA BRJ. ÇIKIŞ,39.7833,29.9667,1034,182
Point (31.42000000000000171 38.27439999999999998),D11A015,ENGİLLİ D. CANKURTARAN,38.2744,31.42,1502,46
Point (30.36749999999999972 38.82439999999999714),D11A017,ARAPLI D. KÖPRÜLÜ,38.8244,30.3675,1045,729
Point (30.64639999999999986 38.44890000000000185),D11A013,KALİ Ç. SELEVİR BRJ. GİRİŞ,38.4489,30.6464,1110,690
Point (31.42030000000000101 38.27420000000000044),D11A015,ENGĠLLĠ D. CANKURTARAN,38.2742,31.4203,1500,46
Point (31.02309999999999945 38.54719999999999658),D11A021,ÇAY D. ÇAY,38.5472,31.0231,1187,62
Point (30.98140000000000072 38.83330000000000126),D11A022,DEGİRMEN D. ÖZBURUN,38.8333,30.9814,1160,59
Point (30.39470000000000027 38.84859999999999758),D11A017,ARAPLI D. KÖPRÜLÜ,38.8486,30.3947,1045,743
Point (30.22690000000000055 38.81219999999999715),D11A020,AKAR Ç. AKDEĞİRMEN,38.8122,30.2269,1089,203
Point (29.8188999999999993 37.43079999999999785),D10A035,DEGĠRMEN D. KARAMANLI BARAJI GĠRĠġ,37.4308,29.8189,1191,83
Point (29.82029999999999959 37.42969999999999686),D10A040,DEGİRMEN D. KARAMANLI BARAJI GİRİŞ,37.4297,29.8203,1191,110.36
Point (29.81030000000000157 37.20689999999999742),D10A033,BAYNAZ DERESİ ÇAYLI,37.2069,29.8103,1316,39
Point (29.82610000000000028 37.23530000000000229),D10A034,BAYNAZ DERESİ  BAYRAMLAR,37.2353,29.8261,1206,52
Point (31.5157999999999987 38.44720000000000226),D11A002,ADIYAN S. ORTAKÖY,38.4472,31.5158,965,631
Point (31.51610000000000156 38.44720000000000226),D11A002,ADIYAN S. ORTAKÖY,38.4472,31.5161,965,631
Point (29.83330000000000126 37.38329999999999842),D10G021,KARAMANLİ BRJ. GÖL GÖZLEM,37.3833,29.8333,1190,163
Point (31.17689999999999984 37.4421999999999997),D11A002,ADIYAN S. ORTAKÖY,37.4422,31.1769,965,631
Point (30.28330000000000055 39.63470000000000226),D12A034,PORSUK Ç. PORSUK BARAJİ ÇIKIŞ,39.6347,30.2833,842,465
Point (29.83330000000000126 39.283299999999997),D12A049,KUREYŞLER D. KUREYŞLER,39.2833,29.8333,1029,112
Point (30.03330000000000055 39.35000000000000142),D12A033,PORSUK Ç. PORSUK ÇİFTLIGI,39.35,30.0333,951,2432
Point (30.27969999999999828 39.63470000000000226),D12A034,PORSUK Ç. PORSUK BARAJİ ÇIKIŞ,39.6347,30.2797,842,465
Point (30.42439999999999856 39.73169999999999646),D12A054,PORSUK Ç. EŞENKARA,39.7317,30.4244,807,5169
Point (30.42470000000000141 39.7319000000000031),D12A054,PORSUK Ç. EŞENKARA,39.7319,30.4247,807,5169
Point (29.85000000000000142 39.29999999999999716),D12A049,KUREYSLER D. KUREYSLER,39.3,29.85,1029,112
Point (30.34110000000000085 39.73109999999999786),D12A054,PORSUK Ç. EġENKARA,39.7311,30.3411,807,5169
Point (31.02309999999999945 38.6647000000000034),D11A023,EBER G. GİRİŞ,38.6647,31.0231,970,4160
Point (31.08330000000000126 38.61670000000000158),D11G004,EBER G. GÖL GÖZLEM,38.6167,31.0833,50,5005
Point (31.02309999999999945 38.66360000000000241),D11A023,EBER G. GĠRĠġ,38.6636,31.0231,970,4160
Point (31.02329999999999899 38.66360000000000241),D11A023,EBER G. GİRİŞ,38.6636,31.0233,970,4160
Point (30.03330000000000055 39.33330000000000126),D12A033,PORSUK Ç. PORSUK ÇİFTLIGI,39.3333,30.0333,951,2432
Point (30.03330000000000055 39.34389999999999787),D12A033,PORSUK Ç. PORSUK ÇİFTLİĞİ,39.3439,30.0333,951,2432
Point (30.89999999999999858 38.45000000000000284),D11G011,KARAMIK G. GÖL GÖZLEM,38.45,30.9,1000,342
Point (32.64939999999999998 40.43249999999999744),D12A017,KIZILCAHAMAM D. MANDIRA,40.4325,32.6494,919,907
Point (30.75140000000000029 37.62310000000000088),D09A123,ÇUKUR Ç. NARLI,37.6231,30.7514,404,43
Point (30.08419999999999916 37.10000000000000142),D09A124,Koca D. Akbas,37.1,30.0842,147,42
Point (31.28470000000000084 36.99170000000000158),D09A122,Sagarin D. Çardak,36.9917,31.2847,80,144
Point (30.72469999999999857 37.61939999999999884),D09A123,ÇUKUR Ç. NARLI,37.6194,30.7247,410,43
Point (31.96109999999999829 36.63219999999999743),D09A127,DELİCE Ç. YENİKÖY,36.6322,31.9611,210,45
Point (30.12780000000000058 37.09890000000000043),D09A131,DEREKÖY ÇAYI DEREKÖY,37.0989,30.1278,1079,215
Point (30.30359999999999943 37.11310000000000286),D09A125,Kurupinar D. Küçükköy,37.1131,30.3036,890,11
Point (30.29530000000000101 37.1366999999999976),D09A126,Asar D. Küçükköy,37.1367,30.2953,910,5
Point (31.3125 36.88719999999999999),D09A114,Kizillar D. Yavrudogan,36.8872,31.3125,75,22
Point (31.40419999999999945 36.87360000000000326),D09A116,NARAS D. ŞİŞELER,36.8736,31.4042,30,193
Point (30.6811000000000007 37.20689999999999742),D09A104,Beybasan D. Ahırtaş,37.2069,30.6811,12,12
Point (30.51190000000000069 36.88969999999999771),D09A111,Doyran D. Doyran,36.8897,30.5119,145,105
Point (31.47169999999999845 37.57330000000000325),D09A120,Giren D. Ormana,37.5733,31.4717,995,6
Point (30.35559999999999903 36.88920000000000243),D09A121,Boyali Ç. Doyran,36.8892,30.3556,1327,20
Point (31.78920000000000101 36.70920000000000272),D09A117,ALİCI D. GÜNDOGMUS,36.7092,31.7892,392,10
Point (31.26330000000000098 36.9311000000000007),D09A118,Bogalak D. Tasagil,36.9311,31.2633,75,5
Point (30.08190000000000097 37.63750000000000284),D10A013,BOZÇAY YAZİKÖY,37.6375,30.0819,865,1571
Point (29.82000000000000028 37.43359999999999843),D10A023,KARAMANLI BRJ. GİRİŞ,37.4336,29.82,1190,114
Point (30.96059999999999945 37.97169999999999845),D09G113,EGRİDİR G. GÖL GÖZLEM,37.9717,30.9606,920,3321
Point (30.0732999999999997 37.62890000000000157),D10A013,BOZÇAY YAZĠKÖY,37.6289,30.0733,865,1571
Point (30.04690000000000083 37.85139999999999816),D10A032,DEĞĠRMEN DERESĠ BAġMAKCI-YAKA,37.8514,30.0469,904,60
Point (30.04420000000000002 37.85750000000000171),D10A032,DEĞİRMEN DERESİ BAŞMAKCI-YAKA,37.8575,30.0442,904,60
Point (30.17830000000000013 37.65059999999999718),D10A027,BÜĞDÜZ D. SULUDERE,37.6506,30.1783,920,214
Point (30.17920000000000158 37.65169999999999817),D10A027,BÜĞDÜZ D. SULUDERE,37.6517,30.1792,900,214
Point (30.948599999999999 37.82529999999999859),D09A134,KABIZ D. ÇAYKÖY,37.8253,30.9486,1023,69
Point (31.64470000000000027 36.77750000000000341),D09A135,ÇİNGEN DERESİ MANAVGAT,36.7775,31.6447,61,2
Point (31.20390000000000086 37.3125),D09A132,SAÇI DERESĠ ÇALTEPE,37.3125,31.2039,441,9
Point (31.27080000000000126 37.41170000000000329),D09A133,KARDERE  YEŞİLBAĞ,37.4117,31.2708,718,7
Point (30.80000000000000071 38.13329999999999842),D09G059,HOYRAN G. GÖL GÖZLEM,38.1333,30.8,950,3321
Point (30.83170000000000144 37.37060000000000315),D09G096,KARACAÖREN BRJ. GÖL GÖZLEM,37.3706,30.8317,272,3820
Point (30.83330000000000126 37.88329999999999842),D09G009,EGRİDIR G. GÖL GÖZLEM,37.8833,30.8333,62,3321
Point (30.86670000000000158 37.61670000000000158),D09G017,KOVADA G. GÖL GÖZLEM,37.6167,30.8667,94,3728
Point (30.98329999999999984 38.13329999999999842),D09A075,GELENDOST D. AVŞAR KÖP.,38.1333,30.9833,940,988
Point (32.07889999999999731 36.58440000000000225),D09A084,Oba Ç. Kadipinari,36.5844,32.0789,90,46
Point (30.99060000000000059 38.13000000000000256),D09A075,GELENDOST D. AVġAR KÖP.,38.13,30.9906,940,989
Point (30.99060000000000059 38.1313999999999993),D09A075,GELENDOST D. AVŞAR KÖP.,38.1314,30.9906,940,988
Point (31.12359999999999971 37.62310000000000088),D09A086,AKSU D. BELENCE,37.6231,31.1236,1000,349
Point (31.13250000000000028 37.62360000000000326),D09A086,AKSU D. BELENCE,37.6236,31.1325,1000,349
Point (32.07780000000000342 36.58500000000000085),D09A084,OBA Ç. KADİPINARI,36.585,32.0778,90,46
Point (31.11670000000000158 37.61670000000000158),D09A086,AKSU D. BELENCE,37.6167,31.1167,1000,349
Point (31.12689999999999912 38.39390000000000214),D09A065,SÜCÜLLÜ BRJ. GİRİŞ,38.3939,31.1269,1198,103
Point (31.12689999999999912 38.39419999999999789),D09A065,SÜCÜLLÜ BRJ. GĠRĠġ,38.3942,31.1269,1198,103
Point (30.89809999999999945 37.83829999999999671),D09A060,ÇAYDERE EGĠRDIR GÖL GĠRĠġ,37.8383,30.8981,935,111
Point (30.89859999999999829 37.8393999999999977),D09A060,ÇAYDERE EGİRDIR GÖL GİRİŞ,37.8394,30.8986,935,111
Point (31.80000000000000071 36.613900000000001),D09A068,KARGI Ç. TÜRKLER,36.6139,31.8,16,336
Point (31.81419999999999959 36.6244000000000014),D09A068,Kargi Ç. Türkler,36.6244,31.8142,16,336
Point (31.13329999999999842 38.41669999999999874),D09A065,SÜCÜLLÜ BRJ. GİRİŞ,38.4167,31.1333,1198,103
Point (31.62280000000000157 36.74389999999999645),D09A067,Karpuz Ç. Uzunlar,36.7439,31.6228,100,303
Point (30.80499999999999972 37.27080000000000126),D09A098,Aksu Ç. Kargi Reg.,37.2708,30.805,73,5546
Point (31.14999999999999858 37.64999999999999858),D09A100,BAŞAK DERESİ YANIKKÖY,37.65,31.15,1085,223
Point (31.46719999999999828 36.82500000000000284),D09A095,ÇANDIR ÇAYI YEMİŞLİ PINAR MEVKİİ,36.825,31.4672,160,164
Point (31.47250000000000014 36.82809999999999917),D09A095,Çandir Ç. Yemisli Pinar,36.8281,31.4725,160,164
Point (31.19920000000000115 36.98029999999999973),D09A101,Köprüçay Karakaya,36.9803,31.1992,20,2330
Point (30.7342000000000013 37.20280000000000342),D09A104,BEYBASAN D. AHIRTAŞ,37.2028,30.7342,403,12
Point (31.15559999999999974 37.65919999999999845),D09A100,BAġAK D. YANIKKÖY,37.6592,31.1556,1085,223
Point (31.19969999999999999 36.97999999999999687),D09A101,KÖPRÜÇAY KARAKAYA,36.98,31.1997,20,2330
NULL,D09A088,DEGİRMENDERE D. SÜTÇÜLER,41.8333,31,750,130
Point (30.91219999999999857 37.46280000000000143),D09A089,DEGĠRMENDERE SELĠMLER,37.4628,30.9122,320,313
Point (30.9842000000000013 37.46860000000000213),D09A088,DEGĠRMENDERE D. SÜTÇÜLER,37.4686,30.9842,750,131
Point (30.97779999999999845 37.4772000000000034),D09A088,DEGİRMENDERE D. SÜTÇÜLER,37.4772,30.9778,750,130
Point (30.58060000000000045 37.07249999999999801),D09A091,Kirkgözler Is.K. Çiglik Ist.,37.0725,30.5806,300,2000
Point (30.46719999999999828 36.82500000000000284),D09A095,ÇANDIR ÇAYI YEMİŞLİ PINAR MEVKİİ,36.825,30.4672,160,164
Point (30.90830000000000055 37.46390000000000242),D09A089,DEGİRMENDERE SELİMLER,37.4639,30.9083,320,313
Point (30.58060000000000045 37.07189999999999941),D09A091,TOPRAKSU MEVKİİ KIRKGÖZLER KANALI,37.0719,30.5806,300,2000
Point (29.38719999999999999 36.74750000000000227),D08A156,KOCAÇAY ÖREN REGÜLATÖR ÇIKIŞI,36.7475,29.3872,196,802
Point (30.00890000000000057 36.86999999999999744),D08A157,TİRE D. GÜMÜŞYAKA,36.87,30.0089,1210,29
Point (27.91029999999999944 37.20109999999999673),D08A154,KAYA DERESİ KERDİM,37.2011,27.9103,347,75.86
Point (27.67109999999999914 37.19689999999999941),D08A155,KOCA DERE KEMİKLER,37.1969,27.6711,38,11.1
Point (31.09080000000000155 37.71170000000000044),D09A002,YENİCE S. ZİNDAN BOĞAZI,37.7117,31.0908,1250,61
Point (31.09029999999999916 37.81029999999999802),D09A002,YENİCE S. ZİNDAN BOĞAZI,37.8103,31.0903,1250,61
Point (28.60079999999999956 37.07330000000000325),D08A160,BOĞA DERESİ BALCILAR,37.0733,28.6008,137,45
Point (30.28030000000000044 38.07439999999999714),D08G066,GÖLHİSAR G. GÖL GÖZLEM,38.0744,30.2803,945,4954
Point (29.04720000000000013 37.0356000000000023),D08A146,GÖKÇAY KARAÇAM,37.0356,29.0472,375,163
Point (29.62920000000000087 37.30669999999999931),D08A147,AKSU DERESĠ BELKAYA,37.3067,29.6292,1155,82
Point (29.30280000000000129 37.32719999999999771),D08A144,AKDERE ÖRENKÖY (ACİPAYAM),37.3272,29.3028,900,69
Point (28.32750000000000057 37.04999999999999716),D08A145,KADINAZMAĞI GÖKOVA,37.05,28.3275,3,6
Point (27.71219999999999928 37.30639999999999645),D08A152,SARIÇAY DAMLIBOĞAZ KÖP.,37.3064,27.7122,11,684
Point (29.49609999999999843 37.52190000000000225),D08A153,KURU ÇAY DERESİ SIRÇALIK,37.5219,29.4961,1030,32.92
Point (29.04639999999999844 36.81329999999999814),D08A148,KIZILDERE KESERALĠ-HES,36.8133,29.0464,275,58
Point (28.79420000000000002 36.83420000000000272),D08A151,DALAMAN Ç. ATATÜRK KÖP.,36.8342,28.7942,37,5152
Point (30.52860000000000085 37.64249999999999829),D09A042,AĞLASUN Ç. AĞLASUN,37.6425,30.5286,1100,48
Point (30.52969999999999828 37.64390000000000214),D09A042,AĞLASUN Ç. AĞLASUN,37.6439,30.5297,1100,48
Point (30.51330000000000098 37.51500000000000057),D09A039,ONAÇ  BRJ. GĠRĠġ,37.515,30.5133,829,217
Point (30.36670000000000158 37.51670000000000016),D09A039,ONAÇ  BRJ. GİRİŞ,37.5167,30.3667,835,217
Point (30.93329999999999913 38.283299999999997),D09A057,HOYRAN DERESİ GÖKÇEALİ,38.2833,30.9333,950,185
Point (30.95469999999999899 38.29939999999999856),D09A057,HOYRAN D. GÖKÇEALĠ,38.2994,30.9547,950,185
Point (30.75529999999999831 36.9375),D09A056,DÜDEN Ç. REGÜLATÖR ÇIKIS,36.9375,30.7553,96,1781.5
Point (30.75580000000000069 36.93860000000000099),D09A056,Düden Ç. Reg.Çikis,36.9386,30.7558,96,1781
Point (30.05000000000000071 37.13329999999999842),D09A011,Korkuteli Ç. Salamur Bog.,37.1333,30.05,1190,130
Point (32.12169999999999703 36.54939999999999856),D09A013,Dim Ç. Reg.Çikis,36.5494,32.1217,33,195
Point (31.09110000000000085 37.81170000000000186),D09A002,YENĠCE S. ZĠNDAN BOĞAZI,37.8117,31.0911,1250,61
Point (32.12169999999999703 36.54939999999999856),D09A006,Dim Ç. Sag Sahil Sul.Kan.,36.5494,32.1217,38,195
Point (30.573599999999999 36.93469999999999942),D09A031,KARAMAN Ç. KAPUZ BOG.,36.9347,30.5736,52,404
Point (30.9421999999999997 37.13170000000000215),D09A034,Küçükaksu . Gebiz,37.1317,30.9422,62,238
Point (30.86890000000000001 37.64860000000000184),D09A016,KOVADA G. ÇĠKIS,37.6486,30.8689,906,3728
Point (30.86670000000000158 37.64999999999999858),D09A016,KOVADA G. ÇİKIS,37.65,30.8667,903,3728
Point (29.67330000000000112 36.95580000000000354),D08A100,KARABALÇIK D. ÇOBANİSA,36.9558,29.6733,1280,21
Point (27.761099999999999 37.38889999999999958),D08A101,KOCAÇAY EPÇE,37.3889,27.7611,25,70
Point (27.65330000000000155 37.42060000000000031),D08A099,KANDAK Ç. SELİMİYE,37.4206,27.6533,59,28
Point (29.66669999999999874 36.61670000000000158),D08A100,KARABALÇIK D. ÇOBANİSA,36.6167,29.6667,1280,21
Point (29.31970000000000098 37.37080000000000268),D08A104,DEĞİRMENDERE AKALAN,37.3708,29.3197,1100,34
Point (29.35000000000000142 37.38329999999999842),D08A104,DEĞİRMENDERE AKALAN,37.3833,29.35,1100,34
Point (29.53030000000000044 37.24470000000000169),D08A103,DALAMAN Ç. ÇAMKÖY,37.2447,29.5303,906,1752
Point (29.51670000000000016 37.25),D08A103,DALAMAN Ç. ÇAMKÖY,37.25,29.5167,906,1752
Point (29.71249999999999858 37.102800000000002),D08A092,BAYIR Ç. GÖKÇEBURUN,37.1028,29.7125,1045,626
Point (27.93939999999999912 37.09000000000000341),D08A094,DEGİRMENDERE DEREKÖY,37.09,27.9394,135,51
Point (29.38329999999999842 36.75),D08A091,EŞEN Ç. ÖRENKÖY REG.,36.75,29.3833,190,802
Point (29.39639999999999986 36.76250000000000284),D08A091,ESEN Ç. ÖRENKÖY REG.,36.7625,29.3964,207,802
Point (27.6407999999999987 37.4194000000000031),D08A097,DERİNCE D. DERİNCE,37.4194,27.6408,70,41
Point (27.78330000000000055 37.36670000000000158),D08A098,EŞENCE D. KIZILCAYIKIK,37.3667,27.7833,25,30
Point (29.80750000000000099 36.79999999999999716),D08A095,MÜMÜR D. YİLMAZLI,36.8,29.8075,1070,196
Point (27.81139999999999901 37.32079999999999842),D08A096,DEĞİRMEN D. MİLAS,37.3208,27.8114,50,49
Point (30.35470000000000113 36.42110000000000269),D08A128,OLUK D. TOPTAS,36.4211,30.3547,188,23
Point (30.35719999999999885 36.35560000000000258),D08A134,ÇAYDERE BESİKCI,36.3556,30.3572,110,6
Point (28.16750000000000043 36.82809999999999917),D08A118,KAZANDERE HİSARÖNÜ,36.8281,28.1675,20,46
Point (27.68359999999999843 37.113900000000001),D08A121,BATIŞ D. KARAOVA,37.1139,27.6836,66,70
Point (27.8343999999999987 37.02969999999999828),D08A142,GERİN D. BOZALAN,37.0297,27.8344,34,26
Point (27.99609999999999843 37.06920000000000215),D08A143,KOCAÇAY ÖREN MİLAS,37.0692,27.9961,83,247
Point (30.0619000000000014 36.91830000000000211),D08A135,KARABAYİR D. KARABAYİR,36.9183,30.0619,1292,11
Point (28.71330000000000027 37.00919999999999987),D08A140,KARGICAK D. KÖYCEGİZ,37.0092,28.7133,290,38
Point (29.62359999999999971 36.94720000000000226),D08A107,BÜYÜKDERE KARAHASANTAŞI KÖP.,36.9472,29.6236,1385,41
Point (29.50939999999999941 36.82860000000000156),D08A108,SEKİ Ç. GACAK BOGAZI,36.8286,29.5094,1050,635
Point (29.62809999999999988 37.40780000000000172),D08A105,YAVANOLUK D. YK.DODURGA,37.4078,29.6281,1565,40
Point (29.64420000000000144 36.94639999999999702),D08A106,ÇATALOLUK D. KARAÇULHA,36.9464,29.6442,1340,8
Point (27.82939999999999969 37.15279999999999916),D08A113,YARDİBI D. KARACAHİSAR,37.1528,27.8294,120,36.8
Point (28.28750000000000142 36.95309999999999917),D08A115,KOCAALAN D. MARMARİS,36.9531,28.2875,25,89
Point (29.16669999999999874 36.84940000000000282),D08A109,GEYİK SUYU NİF KÖYÜ,36.8494,29.1667,1035,8
Point (27.8127999999999993 37.15809999999999746),D08A112,KANLİGÖL D. KARACAHİSAR,37.1581,27.8128,115,34
Point (35.34640000000000271 39.11889999999999645),D15A126,AKDERE  OĞULCUK,39.1189,35.3464,1129,289
Point (35.30169999999999675 39.70389999999999731),D15A131,BAĞIRGANÖZÜ D. BAHADDIN,39.7039,35.3017,1046,240
Point (37.83330000000000126 39.89999999999999858),D15A117,KIZILIRMAK AHMETHACI,39.9,37.8333,1361,693.42
Point (37.82580000000000098 39.90639999999999787),D15A117,KIZILIRMAK AHMETHACI,39.9064,37.8258,1361,693
Point (34.98360000000000269 39.67060000000000031),D15A136,YENİCE DERESİ TEKKE YENİCESI,39.6706,34.9836,1069,65
Point (34.91640000000000299 39.64580000000000126),D15A137,YUSUFÖZÜ DERESİ BÜYÜK İNCİRLI,39.6458,34.9164,1039,128
Point (33.51919999999999789 40.36079999999999757),D15A133,TERME Ç. TÜNEY,40.3608,33.5192,687,1326.9
Point (33.51670000000000016 40.36670000000000158),D15A133,Terme Ç. Tüney,40.3667,33.5167,687,1326
Point (33.033299999999997 40.61670000000000158),D15A107,Için deresi Yuva,40.6167,33.0333,1296,140.7
Point (34.7505999999999986 39.19109999999999872),D15A108,KALEYCİK DERESI DOYDUK,39.1911,34.7506,1028,427
Point (36.06969999999999743 39.02080000000000126),D15A099,Kestovan S. Sarioglan Çiftligi,39.0208,36.0697,1230,257
